variant	canonical	note	source
sacahan	sakahan	original dictionary spelling	merged from candidate lexicon
sacal	sakal	original dictionary spelling	merged from candidate lexicon
sacali	sakali	original dictionary spelling	merged from candidate lexicon
sacang	sakang	original dictionary spelling	merged from candidate lexicon
sacarina	sakarina	original dictionary spelling	merged from candidate lexicon
sacat	sakat	original dictionary spelling	merged from candidate lexicon
sacate	sakate	original dictionary spelling	merged from candidate lexicon
sacerdote	saserdote	original dictionary spelling	merged from candidate lexicon
sacie	sasie	original dictionary spelling	merged from candidate lexicon
sacio	sasio	original dictionary spelling	merged from candidate lexicon
sacobi	sakobi	original dictionary spelling	merged from candidate lexicon
sacotian	sakotian	original dictionary spelling	merged from candidate lexicon
sacrificio	sacrifisio	original dictionary spelling	merged from candidate lexicon
sacristía	sacristia	original dictionary spelling	merged from candidate lexicon
sacu	saku	original dictionary spelling	merged from candidate lexicon
sacub	sakub	original dictionary spelling	merged from candidate lexicon
sacubli	sakubli	original dictionary spelling	merged from candidate lexicon
sacuil	sakuil	original dictionary spelling	merged from candidate lexicon
sacul	sakul	original dictionary spelling	merged from candidate lexicon
sacuna	sakuna	original dictionary spelling	merged from candidate lexicon
sacung	sakung	original dictionary spelling	merged from candidate lexicon
sacup	sakup	original dictionary spelling	merged from candidate lexicon
sacurut	sakurut	original dictionary spelling	merged from candidate lexicon
sacóte	sakote	original dictionary spelling	merged from candidate lexicon
saganâ	sagana	original dictionary spelling	merged from candidate lexicon
sagasâ	sagasa	original dictionary spelling	merged from candidate lexicon
saguâ	sagua	original dictionary spelling	merged from candidate lexicon
sagâ	saga	original dictionary spelling	merged from candidate lexicon
sakafuego	kasafuego	original dictionary spelling	merged from candidate lexicon
sako	saku	original dictionary spelling	merged from candidate lexicon
saksiq	saksi	PALI orthography / attested surface form	annotated
sakunaq	sakuna	PALI orthography / attested surface form	annotated
sala	salas	original dictionary spelling	merged from candidate lexicon
salacab	salakab	original dictionary spelling	merged from candidate lexicon
salacata	salakata	original dictionary spelling	merged from candidate lexicon
salacup	salakup	original dictionary spelling	merged from candidate lexicon
salacut	salakut	original dictionary spelling	merged from candidate lexicon
salada	ensalada	original dictionary spelling	merged from candidate lexicon
saladu	salado	original dictionary spelling	merged from candidate lexicon
salamanca	salamanka	original dictionary spelling	merged from candidate lexicon
salamangca	salamangka	original dictionary spelling	merged from candidate lexicon
salampad	salampat	original dictionary spelling	merged from candidate lexicon
salampune	talampune	original dictionary spelling	merged from candidate lexicon
salantâ	salanta	original dictionary spelling	merged from candidate lexicon
salanğat	salangat	original dictionary spelling	merged from candidate lexicon
salanği	salangi	original dictionary spelling	merged from candidate lexicon
salele	salale	original dictionary spelling	merged from candidate lexicon
salibad	salimbad	original dictionary spelling	merged from candidate lexicon
salicadcad	salikadkad	original dictionary spelling	merged from candidate lexicon
salicangcang	salikangkang	original dictionary spelling	merged from candidate lexicon
salicap	salikap	original dictionary spelling	merged from candidate lexicon
salicasuc	salikasuc	original dictionary spelling	merged from candidate lexicon
salicungcung	salikungkung	original dictionary spelling	merged from candidate lexicon
salicut	salikut	original dictionary spelling	merged from candidate lexicon
salimbe	salimbay	original dictionary spelling	merged from candidate lexicon
salimpapo	salipapo	original dictionary spelling	merged from candidate lexicon
salimucu	salimuku	original dictionary spelling	merged from candidate lexicon
salingcu	salingku	original dictionary spelling	merged from candidate lexicon
salingku	salindu	original dictionary spelling	merged from candidate lexicon
salisiq	salisi	PALI orthography / attested surface form	annotated
salkata	salakata	original dictionary spelling	merged from candidate lexicon
salu	salo	original dictionary spelling	merged from candidate lexicon
salubung	sagana	original dictionary spelling	merged from candidate lexicon
salucab	salukab	original dictionary spelling	merged from candidate lexicon
salucut	salukut	original dictionary spelling	merged from candidate lexicon
salunğa	salunga	original dictionary spelling	merged from candidate lexicon
salunğat	salungat	original dictionary spelling	merged from candidate lexicon
salvación	salvasion	original dictionary spelling	merged from candidate lexicon
salâ	sala	original dictionary spelling	merged from candidate lexicon
samantala	samanta	original dictionary spelling	merged from candidate lexicon
samaq	sama	PALI orthography / attested surface form	annotated
sambong	sambung	original dictionary spelling	merged from candidate lexicon
samulâ	samula	original dictionary spelling	merged from candidate lexicon
samâ	sama	original dictionary spelling	merged from candidate lexicon
sana	sadia	original dictionary spelling	merged from candidate lexicon
sandanâ	sandana	original dictionary spelling	merged from candidate lexicon
sandataq	sandata	PALI orthography / attested surface form	annotated
sanducut	sandukut	original dictionary spelling	merged from candidate lexicon
sangcal	sangkal	original dictionary spelling	merged from candidate lexicon
sangcan	sangkan	original dictionary spelling	merged from candidate lexicon
sangcap	sangkap	original dictionary spelling	merged from candidate lexicon
sangcapsangcap	sangkapsangkap	original dictionary spelling	merged from candidate lexicon
sangcayo	sangkayo	original dictionary spelling	merged from candidate lexicon
sangcut	sangkut	original dictionary spelling	merged from candidate lexicon
sangcut-sangcut	sangkut-sangkut	original dictionary spelling	merged from candidate lexicon
sangcutsa	sangkutsa	original dictionary spelling	merged from candidate lexicon
sangdî	sangdi	original dictionary spelling	merged from candidate lexicon
santo	san	original dictionary spelling	merged from candidate lexicon
santísimo	santisimo	original dictionary spelling	merged from candidate lexicon
sanğa	sanga	original dictionary spelling	merged from candidate lexicon
sanğab	sangab	original dictionary spelling	merged from candidate lexicon
sanğag	sangag	original dictionary spelling	merged from candidate lexicon
sanğal	sangal	original dictionary spelling	merged from candidate lexicon
sanğalnğal	sangalngal	original dictionary spelling	merged from candidate lexicon
sanğanğa	sanganga	original dictionary spelling	merged from candidate lexicon
sanğap	sangap	original dictionary spelling	merged from candidate lexicon
sanğat	sangat	original dictionary spelling	merged from candidate lexicon
sanği	sangi	original dictionary spelling	merged from candidate lexicon
sanğil	sangil	original dictionary spelling	merged from candidate lexicon
sanğiota	sangiota	original dictionary spelling	merged from candidate lexicon
sanğit	sangit	original dictionary spelling	merged from candidate lexicon
sanğut	sangut	original dictionary spelling	merged from candidate lexicon
sapacat	sapakat	original dictionary spelling	merged from candidate lexicon
sapalâ	sapala	original dictionary spelling	merged from candidate lexicon
sapatyâ	sapatya	original dictionary spelling	merged from candidate lexicon
sapinğil	sapingil	original dictionary spelling	merged from candidate lexicon
saplid	saplit	original dictionary spelling	merged from candidate lexicon
sapo	sapao	original dictionary spelling	merged from candidate lexicon
sapula	sapuli	original dictionary spelling	merged from candidate lexicon
sapulaq	sapula	PALI orthography / attested surface form	annotated
sapuâ	sapua	original dictionary spelling	merged from candidate lexicon
sapâ	sapa	original dictionary spelling	merged from candidate lexicon
saq	sa	PALI orthography / attested surface form	annotated
sarsa	salsa	original dictionary spelling	merged from candidate lexicon
sasacote	sasakote	original dictionary spelling	merged from candidate lexicon
sastrería	sastreria	original dictionary spelling	merged from candidate lexicon
sasâ	sasa	original dictionary spelling	merged from candidate lexicon
saua	sawa	original dictionary spelling	merged from candidate lexicon
saue	sauay	original dictionary spelling	merged from candidate lexicon
saup	sap	original dictionary spelling	merged from candidate lexicon
sauâ	saua	original dictionary spelling	merged from candidate lexicon
saying	daya	original dictionary spelling	merged from candidate lexicon
sayu	tayu	original dictionary spelling	merged from candidate lexicon
sayû	sayu	original dictionary spelling	merged from candidate lexicon
scared	skared	original dictionary spelling	merged from candidate lexicon
secâ	seka	original dictionary spelling	merged from candidate lexicon
sencilio	sensilio	original dictionary spelling	merged from candidate lexicon
sentencia	sentensia	original dictionary spelling	merged from candidate lexicon
separación	separasion	original dictionary spelling	merged from candidate lexicon
servicio	servisio	original dictionary spelling	merged from candidate lexicon
servises	insentivo	original dictionary spelling	merged from candidate lexicon
seryaq	serya	PALI orthography / attested surface form	annotated
señor	senor	original dictionary spelling	merged from candidate lexicon
señora	senora	original dictionary spelling	merged from candidate lexicon
señorita	senorita	original dictionary spelling	merged from candidate lexicon
señorito	senorito	original dictionary spelling	merged from candidate lexicon
siabucut	siabukut	original dictionary spelling	merged from candidate lexicon
sibug	sipun	original dictionary spelling	merged from candidate lexicon
sibuko	sapang	original dictionary spelling	merged from candidate lexicon
sibuqsibuq	sibusibu	PALI orthography / attested surface form	annotated
sico	siko	original dictionary spelling	merged from candidate lexicon
sicoti	sikoti	original dictionary spelling	merged from candidate lexicon
sicu	siku	original dictionary spelling	merged from candidate lexicon
sicuacu	sikuaku	original dictionary spelling	merged from candidate lexicon
sicuat	sikuat	original dictionary spelling	merged from candidate lexicon
sicut	sikut	original dictionary spelling	merged from candidate lexicon
sicutsicut	sikutsikut	original dictionary spelling	merged from candidate lexicon
sigaq	siga	PALI orthography / attested surface form	annotated
sige	ayo	original dictionary spelling	merged from candidate lexicon
sigida	segido	original dictionary spelling	merged from candidate lexicon
siglaq	sigla	PALI orthography / attested surface form	annotated
sigue	sige	original dictionary spelling	merged from candidate lexicon
siguradu	segurado	original dictionary spelling	merged from candidate lexicon
siguru	seguro	original dictionary spelling	merged from candidate lexicon
siko	siku	original dictionary spelling	merged from candidate lexicon
siku	siko	original dictionary spelling	merged from candidate lexicon
sikuaku	kuaku	original dictionary spelling	merged from candidate lexicon
silbato	sulbatu	original dictionary spelling	merged from candidate lexicon
silin-süinan	silin-suinan	original dictionary spelling	merged from candidate lexicon
silo	silao	original dictionary spelling	merged from candidate lexicon
silâ	sila	original dictionary spelling	merged from candidate lexicon
silî	sili	original dictionary spelling	merged from candidate lexicon
simarun	simarron	original dictionary spelling	merged from candidate lexicon
simbabâ	simbaba	original dictionary spelling	merged from candidate lexicon
simbólico	simboliko	original dictionary spelling	merged from candidate lexicon
simetría	simetria	original dictionary spelling	merged from candidate lexicon
siminia	chiminea	original dictionary spelling	merged from candidate lexicon
simpatía	simpatia	original dictionary spelling	merged from candidate lexicon
simplifica	simplifika	original dictionary spelling	merged from candidate lexicon
simpático	simpatiko	original dictionary spelling	merged from candidate lexicon
simsim	timsim	original dictionary spelling	merged from candidate lexicon
simverguenza	simvergenza	original dictionary spelling	merged from candidate lexicon
simî	simi	original dictionary spelling	merged from candidate lexicon
sincope	sinkope	original dictionary spelling	merged from candidate lexicon
singcad	singkad	original dictionary spelling	merged from candidate lexicon
singco	singko	original dictionary spelling	merged from candidate lexicon
singcu	singku	original dictionary spelling	merged from candidate lexicon
singkit	kilit	original dictionary spelling	merged from candidate lexicon
singo	sigo	original dictionary spelling	merged from candidate lexicon
sintonado	sintunadu	original dictionary spelling	merged from candidate lexicon
sinóptico	sinoptiko	original dictionary spelling	merged from candidate lexicon
sinğutsinğut	singutsingut	original dictionary spelling	merged from candidate lexicon
sinğût	singut	original dictionary spelling	merged from candidate lexicon
siqpun	sipun	PALI orthography / attested surface form	annotated
sirâ	sira	original dictionary spelling	merged from candidate lexicon
sirî	siri	original dictionary spelling	merged from candidate lexicon
sisî	sisi	original dictionary spelling	merged from candidate lexicon
sita	sitae	original dictionary spelling	merged from candidate lexicon
sitsaro	chicharo	original dictionary spelling	merged from candidate lexicon
sitsiria	sitseria	original dictionary spelling	merged from candidate lexicon
sitsirica	sitsirika	original dictionary spelling	merged from candidate lexicon
situación	situasion	original dictionary spelling	merged from candidate lexicon
smang	sauang	original dictionary spelling	merged from candidate lexicon
smğit	smgit	original dictionary spelling	merged from candidate lexicon
sobrepelliz	sobrepelyiz	original dictionary spelling	merged from candidate lexicon
socialismo	sosialismo	original dictionary spelling	merged from candidate lexicon
socialista	sosialista	original dictionary spelling	merged from candidate lexicon
sociedad	sosiedad	original dictionary spelling	merged from candidate lexicon
socio	sosio	original dictionary spelling	merged from candidate lexicon
sociolohiya	sosiolohiya	original dictionary spelling	merged from candidate lexicon
socorro	sokorro	original dictionary spelling	merged from candidate lexicon
solicita	solisita	original dictionary spelling	merged from candidate lexicon
solicitud	solisitud	original dictionary spelling	merged from candidate lexicon
solusun	salunsun	original dictionary spelling	merged from candidate lexicon
sosio	spinster	original dictionary spelling	merged from candidate lexicon
spuq	spu	PALI orthography / attested surface form	annotated
subiq	subi	PALI orthography / attested surface form	annotated
subâ	suba	original dictionary spelling	merged from candidate lexicon
subû	subu	original dictionary spelling	merged from candidate lexicon
suca	suka	original dictionary spelling	merged from candidate lexicon
sucab	sukab	original dictionary spelling	merged from candidate lexicon
sucad	sukad	original dictionary spelling	merged from candidate lexicon
sucal	sukal	original dictionary spelling	merged from candidate lexicon
sucat	sukat	original dictionary spelling	merged from candidate lexicon
suco	suko	original dictionary spelling	merged from candidate lexicon
sucub	sukub	original dictionary spelling	merged from candidate lexicon
suculm	sukulm	original dictionary spelling	merged from candidate lexicon
sucung	sukung	original dictionary spelling	merged from candidate lexicon
suecos	suekos	original dictionary spelling	merged from candidate lexicon
suficiente	sufisiente	original dictionary spelling	merged from candidate lexicon
suglung	sudlung	original dictionary spelling	merged from candidate lexicon
sugâ	suga	original dictionary spelling	merged from candidate lexicon
sugû	sugu	original dictionary spelling	merged from candidate lexicon
sukliq	sukli	PALI orthography / attested surface form	annotated
suku	suko	original dictionary spelling	merged from candidate lexicon
sukul	sukulm	original dictionary spelling	merged from candidate lexicon
sulâ	sula	original dictionary spelling	merged from candidate lexicon
sulúngsulúng	sulungsulung	original dictionary spelling	merged from candidate lexicon
sumalangcat	sumalangkat	original dictionary spelling	merged from candidate lexicon
sumamî	sumami	original dictionary spelling	merged from candidate lexicon
sumanğid	sumangid	original dictionary spelling	merged from candidate lexicon
sumbacad	sumbakad	original dictionary spelling	merged from candidate lexicon
sumpâ	sumpa	original dictionary spelling	merged from candidate lexicon
sumâ	suma	original dictionary spelling	merged from candidate lexicon
sungab	sunab	original dictionary spelling	merged from candidate lexicon
sungcal	sungkal	original dictionary spelling	merged from candidate lexicon
sungco	sungko	original dictionary spelling	merged from candidate lexicon
sungcâ	sungka	original dictionary spelling	merged from candidate lexicon
sungingi	sungi	original dictionary spelling	merged from candidate lexicon
sunğab	sungab	original dictionary spelling	merged from candidate lexicon
sunğal	sungal	original dictionary spelling	merged from candidate lexicon
sunğasung	sungasung	original dictionary spelling	merged from candidate lexicon
sunğasunğasung	sungasungasung	original dictionary spelling	merged from candidate lexicon
sunği	sungi	original dictionary spelling	merged from candidate lexicon
sunğinği	sungingi	original dictionary spelling	merged from candidate lexicon
sunğit	sungit	original dictionary spelling	merged from candidate lexicon
sunğul	sungul	original dictionary spelling	merged from candidate lexicon
supüio	supuio	original dictionary spelling	merged from candidate lexicon
suspicioso	suspisioso	original dictionary spelling	merged from candidate lexicon
sustancia	sustansia	original dictionary spelling	merged from candidate lexicon
susî	susi	original dictionary spelling	merged from candidate lexicon
suyâ	suya	original dictionary spelling	merged from candidate lexicon
suâ	sua	original dictionary spelling	merged from candidate lexicon
swiq	swi	PALI orthography / attested surface form	annotated
sínodo	sinodo	original dictionary spelling	merged from candidate lexicon
síntoma	sintoma	original dictionary spelling	merged from candidate lexicon
sürere	surere	original dictionary spelling	merged from candidate lexicon
tabanğonğo	tabangongo	original dictionary spelling	merged from candidate lexicon
tabernáculo	tabernakulo	original dictionary spelling	merged from candidate lexicon
tablirya	tableria	original dictionary spelling	merged from candidate lexicon
tabuan	tabu	original dictionary spelling	merged from candidate lexicon
tabunğo	tabungo	original dictionary spelling	merged from candidate lexicon
taburete	tabrete	original dictionary spelling	merged from candidate lexicon
tabî	tabi	original dictionary spelling	merged from candidate lexicon
taca	taka	original dictionary spelling	merged from candidate lexicon
tacad	takad	original dictionary spelling	merged from candidate lexicon
tacal	takal	original dictionary spelling	merged from candidate lexicon
tacam	takam	original dictionary spelling	merged from candidate lexicon
tacamtacam	takamtakam	original dictionary spelling	merged from candidate lexicon
tacap	takap	original dictionary spelling	merged from candidate lexicon
tacas	takas	original dictionary spelling	merged from candidate lexicon
tacbâ	tacba	original dictionary spelling	merged from candidate lexicon
taclayud	taclaid	original dictionary spelling	merged from candidate lexicon
taco	tako	original dictionary spelling	merged from candidate lexicon
tactica	tactika	original dictionary spelling	merged from candidate lexicon
tacu	taku	original dictionary spelling	merged from candidate lexicon
tacub	takub	original dictionary spelling	merged from candidate lexicon
tacucu	takuku	original dictionary spelling	merged from candidate lexicon
tacuid	takuid	original dictionary spelling	merged from candidate lexicon
tacung	takung	original dictionary spelling	merged from candidate lexicon
tacuri	takuri	original dictionary spelling	merged from candidate lexicon
tacut	takut	original dictionary spelling	merged from candidate lexicon
taeda	tukal	original dictionary spelling	merged from candidate lexicon
tafetan	tafeta	original dictionary spelling	merged from candidate lexicon
tagahanğa	tagahanga	original dictionary spelling	merged from candidate lexicon
tagalog	tagalug	original dictionary spelling	merged from candidate lexicon
tagcû	tagku	original dictionary spelling	merged from candidate lexicon
taglaus	taglus	original dictionary spelling	merged from candidate lexicon
tagpî	tagpi	original dictionary spelling	merged from candidate lexicon
tagulaling	tagulale	original dictionary spelling	merged from candidate lexicon
tagurî	taguri	original dictionary spelling	merged from candidate lexicon
tahadaq	tahada	PALI orthography / attested surface form	annotated
tahung	taung	original dictionary spelling	merged from candidate lexicon
takiki	tikiki	original dictionary spelling	merged from candidate lexicon
talacabaldugan	talakabaldugan	original dictionary spelling	merged from candidate lexicon
talacad	talakad	original dictionary spelling	merged from candidate lexicon
talacup	talakup	original dictionary spelling	merged from candidate lexicon
talad	tilac	original dictionary spelling	merged from candidate lexicon
talagá	talaga	original dictionary spelling	merged from candidate lexicon
talamitam	talamitan	original dictionary spelling	merged from candidate lexicon
talampacan	talampakan	original dictionary spelling	merged from candidate lexicon
talamsic	talansic	original dictionary spelling	merged from candidate lexicon
talamurî	talamuri	original dictionary spelling	merged from candidate lexicon
talandi	motorboat	original dictionary spelling	merged from candidate lexicon
talandro	taladro	original dictionary spelling	merged from candidate lexicon
talangcâ	talangka	original dictionary spelling	merged from candidate lexicon
talangkaq	talangka	PALI orthography / attested surface form	annotated
talanğa	talanga	original dictionary spelling	merged from candidate lexicon
talapichero	trapichero	original dictionary spelling	merged from candidate lexicon
talasâ	talasa	original dictionary spelling	merged from candidate lexicon
talatalacad	talatalakad	original dictionary spelling	merged from candidate lexicon
taldauâ	taldaua	original dictionary spelling	merged from candidate lexicon
taliasi	talyasi	original dictionary spelling	merged from candidate lexicon
talicala	talikala	original dictionary spelling	merged from candidate lexicon
talicul	talikul	original dictionary spelling	merged from candidate lexicon
talimhagâ	talimhaga	original dictionary spelling	merged from candidate lexicon
talimpucan	talimpukan	original dictionary spelling	merged from candidate lexicon
talingtalinğan	talingtalingan	original dictionary spelling	merged from candidate lexicon
talinğa	talinga	original dictionary spelling	merged from candidate lexicon
talise	kalise	original dictionary spelling	merged from candidate lexicon
talucab	talukab	original dictionary spelling	merged from candidate lexicon
talucud	talukud	original dictionary spelling	merged from candidate lexicon
talungcu	talungku	original dictionary spelling	merged from candidate lexicon
talusapi	dalusapi	original dictionary spelling	merged from candidate lexicon
talâ	tala	original dictionary spelling	merged from candidate lexicon
talî	tali	original dictionary spelling	merged from candidate lexicon
tambun	tampun	original dictionary spelling	merged from candidate lexicon
tambuyuc	buyuc	original dictionary spelling	merged from candidate lexicon
tamman	tanim	original dictionary spelling	merged from candidate lexicon
tampaling	tumpaling	original dictionary spelling	merged from candidate lexicon
tampâ	tampa	original dictionary spelling	merged from candidate lexicon
tamual	mual	original dictionary spelling	merged from candidate lexicon
tandâ	tanda	original dictionary spelling	merged from candidate lexicon
tangantanğan	tangantangan	original dictionary spelling	merged from candidate lexicon
tangca	tangka	original dictionary spelling	merged from candidate lexicon
tangcal	tangkal	original dictionary spelling	merged from candidate lexicon
tangcap	tangkap	original dictionary spelling	merged from candidate lexicon
tangcas	tangkas	original dictionary spelling	merged from candidate lexicon
tangcul	tangkul	original dictionary spelling	merged from candidate lexicon
tangkî	tangki	original dictionary spelling	merged from candidate lexicon
tanikala	talikala	original dictionary spelling	merged from candidate lexicon
tantû	tantu	original dictionary spelling	merged from candidate lexicon
tanğab	tangab	original dictionary spelling	merged from candidate lexicon
tanğad	tangad	original dictionary spelling	merged from candidate lexicon
tanğal	tangal	original dictionary spelling	merged from candidate lexicon
tanği	tangi	original dictionary spelling	merged from candidate lexicon
tanğis	tangis	original dictionary spelling	merged from candidate lexicon
tanğu	tangu	original dictionary spelling	merged from candidate lexicon
tanğutanğu	tangutangu	original dictionary spelling	merged from candidate lexicon
tapangcu	tapangku	original dictionary spelling	merged from candidate lexicon
tapicería	tapiseria	original dictionary spelling	merged from candidate lexicon
tapon	tapun	original dictionary spelling	merged from candidate lexicon
taq	ta	PALI orthography / attested surface form	annotated
tarling	tanling	original dictionary spelling	merged from candidate lexicon
tasuc	tasac	original dictionary spelling	merged from candidate lexicon
tau	tauo	original dictionary spelling	merged from candidate lexicon
tawge	tauge	original dictionary spelling	merged from candidate lexicon
tayacad	tayakad	original dictionary spelling	merged from candidate lexicon
tayû	tayu	original dictionary spelling	merged from candidate lexicon
tañara	tanara	original dictionary spelling	merged from candidate lexicon
teca	teka	original dictionary spelling	merged from candidate lexicon
teheras	tiheras	original dictionary spelling	merged from candidate lexicon
telacaba	telakaba	original dictionary spelling	merged from candidate lexicon
telescopio	teleskopio	original dictionary spelling	merged from candidate lexicon
telégrafo	telegrafo	original dictionary spelling	merged from candidate lexicon
telón	telon	original dictionary spelling	merged from candidate lexicon
templado	timplado	original dictionary spelling	merged from candidate lexicon
teolohico	teolohiko	original dictionary spelling	merged from candidate lexicon
teorético	teoretiko	original dictionary spelling	merged from candidate lexicon
teoría	teoria	original dictionary spelling	merged from candidate lexicon
tepanğan	tepangan	original dictionary spelling	merged from candidate lexicon
tercera	tersera	original dictionary spelling	merged from candidate lexicon
tercia	tersia	original dictionary spelling	merged from candidate lexicon
terciaria	tersiaria	original dictionary spelling	merged from candidate lexicon
tercio	tersio	original dictionary spelling	merged from candidate lexicon
terciopelo	tersiopelo	original dictionary spelling	merged from candidate lexicon
tercu	terku	original dictionary spelling	merged from candidate lexicon
testículo	testikulo	original dictionary spelling	merged from candidate lexicon
tetengcuad	tetengkuad	original dictionary spelling	merged from candidate lexicon
tetrarca	tetrarka	original dictionary spelling	merged from candidate lexicon
that	balaum	original dictionary spelling	merged from candidate lexicon
the	manimanian	original dictionary spelling	merged from candidate lexicon
this	motorboat	original dictionary spelling	merged from candidate lexicon
those	oyan	original dictionary spelling	merged from candidate lexicon
tiamba	tsamba	original dictionary spelling	merged from candidate lexicon
tiatinang	tinatinang	original dictionary spelling	merged from candidate lexicon
tibabâ	tibaba	original dictionary spelling	merged from candidate lexicon
tibsucan	tibsukan	original dictionary spelling	merged from candidate lexicon
tibubuc	tibuebue	original dictionary spelling	merged from candidate lexicon
tibí	tibi	original dictionary spelling	merged from candidate lexicon
tibû	tibu	original dictionary spelling	merged from candidate lexicon
tic-cuad	tic-kuad	original dictionary spelling	merged from candidate lexicon
tic-cuas	tic-kuas	original dictionary spelling	merged from candidate lexicon
tica	tika	original dictionary spelling	merged from candidate lexicon
ticab	tikab	original dictionary spelling	merged from candidate lexicon
ticad	tikad	original dictionary spelling	merged from candidate lexicon
tical	tikal	original dictionary spelling	merged from candidate lexicon
ticantican	tikantikan	original dictionary spelling	merged from candidate lexicon
ticas	tikas	original dictionary spelling	merged from candidate lexicon
ticatic	tikatic	original dictionary spelling	merged from candidate lexicon
ticcuadticcuad	tickuadtickuad	original dictionary spelling	merged from candidate lexicon
ticoy	tikoy	original dictionary spelling	merged from candidate lexicon
ticul	tikul	original dictionary spelling	merged from candidate lexicon
ticulticul	tikultikul	original dictionary spelling	merged from candidate lexicon
ticum	tikum	original dictionary spelling	merged from candidate lexicon
ticumcum	tikumkum	original dictionary spelling	merged from candidate lexicon
ticungcung	tikungkung	original dictionary spelling	merged from candidate lexicon
ticus	tikus	original dictionary spelling	merged from candidate lexicon
tihuelas	tuelas	original dictionary spelling	merged from candidate lexicon
till	tily	original dictionary spelling	merged from candidate lexicon
tilo	talo	original dictionary spelling	merged from candidate lexicon
timpû	timpu	original dictionary spelling	merged from candidate lexicon
timá	tima	original dictionary spelling	merged from candidate lexicon
tincaputi	tinkaputi	original dictionary spelling	merged from candidate lexicon
tingcad	tingkad	original dictionary spelling	merged from candidate lexicon
tingcayad	tingkayad	original dictionary spelling	merged from candidate lexicon
tinggaq	tingga	PALI orthography / attested surface form	annotated
tinggâ	tingga	original dictionary spelling	merged from candidate lexicon
tingiq	tingi	PALI orthography / attested surface form	annotated
tinticâ	tintika	original dictionary spelling	merged from candidate lexicon
tinâ	tina	original dictionary spelling	merged from candidate lexicon
tinğali	tingali	original dictionary spelling	merged from candidate lexicon
tinğanğas	tingangas	original dictionary spelling	merged from candidate lexicon
tinğid	tingid	original dictionary spelling	merged from candidate lexicon
tinğig	tingig	original dictionary spelling	merged from candidate lexicon
tipo	tipu	original dictionary spelling	merged from candidate lexicon
tipö	tipo	original dictionary spelling	merged from candidate lexicon
tiradol	tirador	original dictionary spelling	merged from candidate lexicon
titî	titi	original dictionary spelling	merged from candidate lexicon
toca	toka	original dictionary spelling	merged from candidate lexicon
tocador	tokador	original dictionary spelling	merged from candidate lexicon
tocang	tokang	original dictionary spelling	merged from candidate lexicon
tocaya	tokaya	original dictionary spelling	merged from candidate lexicon
tocino	tosino	original dictionary spelling	merged from candidate lexicon
tocuâ	tokua	original dictionary spelling	merged from candidate lexicon
todusan	torusan	original dictionary spelling	merged from candidate lexicon
toe	tauac	original dictionary spelling	merged from candidate lexicon
toezvah	tokua	original dictionary spelling	merged from candidate lexicon
tomaposesion	tomoposesion	original dictionary spelling	merged from candidate lexicon
torcido	torsido	original dictionary spelling	merged from candidate lexicon
torda	tolda	original dictionary spelling	merged from candidate lexicon
toreador	torero	original dictionary spelling	merged from candidate lexicon
torelio	torilio	original dictionary spelling	merged from candidate lexicon
torusan	todosan	original dictionary spelling	merged from candidate lexicon
toyo	toyu	original dictionary spelling	merged from candidate lexicon
tradición	tradision	original dictionary spelling	merged from candidate lexicon
traision	trisiun	original dictionary spelling	merged from candidate lexicon
trancazo	trankazo	original dictionary spelling	merged from candidate lexicon
tranformacion	tranformasion	original dictionary spelling	merged from candidate lexicon
trangca	trangka	original dictionary spelling	merged from candidate lexicon
trangkasu	trankazo	original dictionary spelling	merged from candidate lexicon
transacción	transacsion	original dictionary spelling	merged from candidate lexicon
transfiguración	transfigurasion	original dictionary spelling	merged from candidate lexicon
transición	transision	original dictionary spelling	merged from candidate lexicon
translación	translasion	original dictionary spelling	merged from candidate lexicon
transportación	transportasion	original dictionary spelling	merged from candidate lexicon
transubstanciacion	transubstansiasion	original dictionary spelling	merged from candidate lexicon
trece	trese	original dictionary spelling	merged from candidate lexicon
trecientos	tresientos	original dictionary spelling	merged from candidate lexicon
tridiu	triduo	original dictionary spelling	merged from candidate lexicon
triplicado	triplikado	original dictionary spelling	merged from candidate lexicon
tropical	tropikal	original dictionary spelling	merged from candidate lexicon
tropico	tropiko	original dictionary spelling	merged from candidate lexicon
tsaa	tsa	original dictionary spelling	merged from candidate lexicon
tsâ	tsa	original dictionary spelling	merged from candidate lexicon
tuaca	tuaka	original dictionary spelling	merged from candidate lexicon
tuatî	tuati	original dictionary spelling	merged from candidate lexicon
tubad	tubab	original dictionary spelling	merged from candidate lexicon
tubutub	tubatub	original dictionary spelling	merged from candidate lexicon
tubâ	tuba	original dictionary spelling	merged from candidate lexicon
tubû	tubu	original dictionary spelling	merged from candidate lexicon
tuca	tuka	original dictionary spelling	merged from candidate lexicon
tucal	tukal	original dictionary spelling	merged from candidate lexicon
tuclû	tuclu	original dictionary spelling	merged from candidate lexicon
tucu	tuku	original dictionary spelling	merged from candidate lexicon
tucud	tukud	original dictionary spelling	merged from candidate lexicon
tucud-banua	tukud-banua	original dictionary spelling	merged from candidate lexicon
tucul	tukul	original dictionary spelling	merged from candidate lexicon
tucung	tukung	original dictionary spelling	merged from candidate lexicon
tucup	tukup	original dictionary spelling	merged from candidate lexicon
tucuraneran	tukuraneran	original dictionary spelling	merged from candidate lexicon
